EntrezGene.ID,HGNC.symbol,MGI.symbol,MGI.ID
10321,CRISP3,Crisp1,MGI:102553
10321,CRISP3,Crisp3,MGI:102552
83690,CRISPLD1,Crispld1,MGI:1934666
83716,CRISPLD2,Crispld2,MGI:1926142
1398,CRK,Crk,MGI:88508
1399,CRKL,Crkl,MGI:104686
9244,CRLF1,Crlf1,MGI:1340030
64109,CRLF2,Crlf2,MGI:1889506
51379,CRLF3,Crlf3,MGI:1860086
54675,CRLS1,Crls1,MGI:1913836
1400,CRMP1,Crmp1,MGI:107793
51340,CRNKL1,Crnkl1,MGI:1914127
49860,CRNN,Crnn,MGI:2685861
9696,CROCC,Crocc,MGI:3529431
728763,CROCC2,Crocc2,MGI:3045962
54677,CROT,Crot,MGI:1921364
1401,CRP,Crp,MGI:88512
729920,CRPPA,Crppa,MGI:1923097
55118,CRTAC1,Crtac1,MGI:1920082
56253,CRTAM,Crtam,MGI:1859822
10491,CRTAP,Crtap,MGI:1891221
23373,CRTC1,Crtc1,MGI:2142523
200186,CRTC2,Crtc2,MGI:1921593
64784,CRTC3,Crtc3,MGI:1917711
1406,CRX,Crx,MGI:1194883
1407,CRY1,Cry1,MGI:1270841
1408,CRY2,Cry2,MGI:1270859
1409,CRYAA,Cryaa,MGI:88515
1410,CRYAB,Cryab,MGI:88516
1411,CRYBA1,Cryba1,MGI:88518
1412,CRYBA2,Cryba2,MGI:104336
1413,CRYBA4,Cryba4,MGI:102716
1414,CRYBB1,Crybb1,MGI:104992
1415,CRYBB2,Crybb2,MGI:88519
1417,CRYBB3,Crybb3,MGI:102717
202,CRYBG1,Crybg1,MGI:109544
55057,CRYBG2,Crybg2,MGI:1334463
131544,CRYBG3,Crybg3,MGI:2676311
1418,CRYGA,Cryga,MGI:88521
1419,CRYGB,Crygb,MGI:88522
1420,CRYGC,Crygc,MGI:88523
1421,CRYGD,Crygd,MGI:88524
155051,CRYGN,Crygn,MGI:2449167
1427,CRYGS,Crygs,MGI:1298216
51084,CRYL1,Cryl1,MGI:1915881
1428,CRYM,Crym,MGI:102675
1429,CRYZ,Cryz,MGI:88527
9946,CRYZL1,Cryzl1,MGI:1913859
1431,CS,Cs,MGI:88529
51380,CSAD,Csad,MGI:2180098
27254,CSDC2,Csdc2,MGI:2146027
7812,CSDE1,Csde1,MGI:92356
1434,CSE1L,Cse1l,MGI:1339951
1435,CSF1,Csf1,MGI:1339753
1436,CSF1R,Csf1r,MGI:1339758
1437,CSF2,Csf2,MGI:1339752
1438,CSF2RA,Csf2ra,MGI:1339754
1439,CSF2RB,Csf2rb2,MGI:1339760
1440,CSF3,Csf3,MGI:1339751
1441,CSF3R,Csf3r,MGI:1339755
55790,CSGALNACT1,Csgalnact1,MGI:2442354
55454,CSGALNACT2,Csgalnact2,MGI:1926002
1442,CSH1,Gh,MGI:95707
1443,CSH2,Gh,MGI:95707
1444,CSHL1,Gh,MGI:95707
1445,CSK,Csk,MGI:88537
64478,CSMD1,Csmd1,MGI:2137383
114784,CSMD2,Csmd2,MGI:2386401
114788,CSMD3,Csmd3,MGI:2386403
1446,CSN1S1,Csn1s1,MGI:88540
1447,CSN2,Csn2,MGI:88541
1448,CSN3,Csn3,MGI:107461
1452,CSNK1A1,Csnk1a1,MGI:1934950
122011,CSNK1A1L,Csnk1a1,MGI:1934950
1453,CSNK1D,Csnk1d,MGI:1355272
1454,CSNK1E,Csnk1e,MGI:1351660
53944,CSNK1G1,Csnk1g1,MGI:2660884
1455,CSNK1G2,Csnk1g2,MGI:1920014
1456,CSNK1G3,Csnk1g3,MGI:1917675
1457,CSNK2A1,Csnk2a1,MGI:88543
1459,CSNK2A2,Csnk2a2,MGI:88547
283106,CSNK2A3,Csnk2a1,MGI:88543
1460,CSNK2B,Csnk2b,MGI:88548
111064647,CSNKA2IP,Csnka2ip,MGI:2676295
1464,CSPG4,Cspg4,MGI:2153093
10675,CSPG5,Cspg5,MGI:1352747
79848,CSPP1,Cspp1,MGI:2681832
64651,CSRNP1,Csrnp1,MGI:2387989
81566,CSRNP2,Csrnp2,MGI:2386852
80034,CSRNP3,Csrnp3,MGI:1925021
1465,CSRP1,Csrp1,MGI:88549
1466,CSRP2,Csrp2,MGI:1202907
8048,CSRP3,Csrp3,MGI:1330824
140880,CST11,Cst11,MGI:1925490
1470,CST2,Cst10,MGI:1930004
1471,CST3,Cst3,MGI:102519
1473,CST5,Cst10,MGI:1930004
1474,CST6,Cst6,MGI:1920970
8530,CST7,Cst7,MGI:1298217
10047,CST8,Cst8,MGI:107161
128822,CST9,Cst9,MGI:1340053
128821,CST9L,Cst9,MGI:1340053
128820,CST9LP1,Cst9,MGI:1340053
1475,CSTA,Csta2,MGI:1924020
1476,CSTB,Cstb,MGI:109514
1477,CSTF1,Cstf1,MGI:1914587
1478,CSTF2,Cstf2,MGI:1343054
23283,CSTF2T,Cstf2t,MGI:1932622
1479,CSTF3,Cstf3,MGI:1351825
128817,CSTL1,Cstl1,MGI:2652834
79096,CSTPP1,Cstpp1,MGI:1915079
541466,CT45A1,Gm648,MGI:2685494
102723631,CT45A10,Gm648,MGI:2685494
1485,CTAG1B,Ctag2l1,MGI:3644285
30848,CTAG2,Ctag2l1,MGI:3644285
64693,CTAGE1,Mia2,MGI:2159614
441294,CTAGE15,Mia2,MGI:2159614
100128553,CTAGE4,Mia2,MGI:2159614
340307,CTAGE6,Mia2,MGI:2159614
100142659,CTAGE8,Mia2,MGI:2159614
643854,CTAGE9,Mia2,MGI:2159614
1487,CTBP1,Ctbp1,MGI:1201685
1488,CTBP2,Ctbp2,MGI:1201686
1486,CTBS,Ctbs,MGI:1921495
80169,CTC1,Ctc1,MGI:1916214
10664,CTCF,Ctcf,MGI:109447
140690,CTCFL,Ctcfl,MGI:3652571
23399,CTDNEP1,Ctdnep1,MGI:1914431
9150,CTDP1,Ctdp1,MGI:1926953
58190,CTDSP1,Ctdsp1,MGI:2654470
10106,CTDSP2,Ctdsp2,MGI:1098748
10217,CTDSPL,Ctdspl,MGI:1916524
51496,CTDSPL2,Ctdspl2,MGI:1196405
1489,CTF1,Ctf1,MGI:105115
1491,CTH,Cth,MGI:1339968
115908,CTHRC1,Cthrc1,MGI:1915838
9811,CTIF,Ctif,MGI:2685518
1493,CTLA4,Ctla4,MGI:88556
1495,CTNNA1,Ctnna1,MGI:88274
1496,CTNNA2,Ctnna2,MGI:88275
29119,CTNNA3,Ctnna3,MGI:2661445
8727,CTNNAL1,Ctnnal1,MGI:1859649
1499,CTNNB1,Ctnnb1,MGI:88276
56998,CTNNBIP1,Ctnnbip1,MGI:1915756
56259,CTNNBL1,Ctnnbl1,MGI:1913892
1500,CTNND1,Ctnnd1,MGI:105100
1501,CTNND2,Ctnnd2,MGI:1195966
1497,CTNS,Ctns,MGI:1932872
1503,CTPS1,Ctps,MGI:1858304
56474,CTPS2,Ctps2,MGI:1933185
9646,CTR9,Ctr9,MGI:109345
1504,CTRB1,Ctrb1,MGI:88559
440387,CTRB2,Ctrb1,MGI:88559
11330,CTRC,Ctrc,MGI:1923951
1506,CTRL,Ctrl,MGI:88558
5476,CTSA,Ctsa,MGI:97748
1508,CTSB,Ctsb,MGI:88561
1075,CTSC,Ctsc,MGI:109553
1509,CTSD,Ctsd,MGI:88562
1510,CTSE,Ctse,MGI:107361
8722,CTSF,Ctsf,MGI:1861434
1511,CTSG,Ctsg,MGI:88563
1512,CTSH,Ctsh,MGI:107285
1513,CTSK,Ctsk,MGI:107823
1514,CTSL,Ctsl,MGI:88564
1519,CTSO,Ctso,MGI:2139628
1520,CTSS,Ctss,MGI:107341
1515,CTSV,Ctsl,MGI:88564
1521,CTSW,Ctsw,MGI:1338045
1522,CTSZ,Ctsz,MGI:1891190
2017,CTTN,Cttn,MGI:99695
83992,CTTNBP2,Cttnbp2,MGI:1353467
55917,CTTNBP2NL,Cttnbp2nl,MGI:1933137
90353,CTU1,Ctu1,MGI:2385277
348180,CTU2,Ctu2,MGI:1914215
404217,CTXN1,Ctxn1,MGI:88566
399697,CTXN2,Ctxn2,MGI:2139444
613212,CTXN3,Ctxn3,MGI:3642816
100996492,CTXND1,Gm2115,MGI:3780284
100996521,CTXND2,4930558C23Rik,MGI:1914904
8029,CUBN,Cubn,MGI:1931256
404093,CUEDC1,Cuedc1,MGI:2144281
79004,CUEDC2,Cuedc2,MGI:1914366
8454,CUL1,Cul1,MGI:1349658
8453,CUL2,Cul2,MGI:1918995
8452,CUL3,Cul3,MGI:1347360
8451,CUL4A,Cul4a,MGI:1914487
8450,CUL4B,Cul4b,MGI:1919834
8065,CUL5,Cul5,MGI:1922967
9820,CUL7,Cul7,MGI:1913765
23113,CUL9,Cul9,MGI:1925559
51596,CUTA,Cuta,MGI:1914925
51076,CUTC,Cutc,MGI:1913638
1523,CUX1,Cux1,MGI:88568
23316,CUX2,Cux2,MGI:107321
50624,CUZD1,Cuzd1,MGI:1202881
51503,CWC15,Cwc15,MGI:1913320
57703,CWC22,Cwc22,MGI:2136773
54883,CWC25,Cwc25,MGI:1914730
10283,CWC27,Cwc27,MGI:1914535
55280,CWF19L1,Cwf19l1,MGI:1919752
143884,CWF19L2,Cwf19l2,MGI:1918023
80157,CWH43,Cwh43,MGI:2444131
6376,CX3CL1,Cx3cl1,MGI:1097153
1524,CX3CR1,Cx3cr1,MGI:1333815
1525,CXADR,Cxadr,MGI:1201679
2919,CXCL1,Cxcl1,MGI:108068
2919,CXCL1,Cxcl2,MGI:1340094
2919,CXCL1,Cxcl3,MGI:3037818
3627,CXCL10,Cxcl10,MGI:1352450
6373,CXCL11,Cxcl11,MGI:1860203
6387,CXCL12,Cxcl12,MGI:103556
10563,CXCL13,Cxcl13,MGI:1888499
9547,CXCL14,Cxcl14,MGI:1888514
58191,CXCL16,Cxcl16,MGI:1932682
284340,CXCL17,Cxcl17,MGI:2387642
2920,CXCL2,Cxcl1,MGI:108068
2921,CXCL3,Cxcl2,MGI:1340094
6374,CXCL5,Cxcl5,MGI:1096868
6372,CXCL6,Cxcl5,MGI:1096868
4283,CXCL9,Cxcl9,MGI:1352449
3577,CXCR1,Cxcr1,MGI:2448715
3579,CXCR2,Cxcr2,MGI:105303
2833,CXCR3,Cxcr3,MGI:1277207
7852,CXCR4,Cxcr4,MGI:109563
643,CXCR5,Cxcr5,MGI:103567
10663,CXCR6,Cxcr6,MGI:1934582
159013,CXorf38,1810030O07Rik,MGI:1916405
100130361,CXorf49,4933412E24Rik,MGI:1918338
100130361,CXorf49,8030474K03Rik,MGI:2685988
100130361,CXorf49,Gm4779,MGI:3646776
100132994,CXorf49B,4933412E24Rik,MGI:1918338
100132994,CXorf49B,8030474K03Rik,MGI:2685988
100132994,CXorf49B,Gm4779,MGI:3646776
254158,CXorf58,Fam90a1b,MGI:1921682
158830,CXorf65,Gm614,MGI:2685460
347487,CXorf66,Gm7073,MGI:3779666
30827,CXXC1,Cxxc1,MGI:1921572
80319,CXXC4,Cxxc4,MGI:2442112
51523,CXXC5,Cxxc5,MGI:1914643
1534,CYB561,Cyb561,MGI:103253
220002,CYB561A3,Cyb561a3,MGI:2686925
284613,CYB561D1,Cyb561d1,MGI:1919273
11068,CYB561D2,Cyb561d2,MGI:1929280
1528,CYB5A,Cyb5a,MGI:1926952
80777,CYB5B,Cyb5b,MGI:1913677
124637,CYB5D1,Cyb5d1,MGI:2685586
124936,CYB5D2,Cyb5d2,MGI:2684848
51706,CYB5R1,Cyb5r1,MGI:1919267
51700,CYB5R2,Cyb5r2,MGI:2444415
1727,CYB5R3,Cyb5r3,MGI:94893
51167,CYB5R4,Cyb5r4,MGI:2386848
606495,CYB5RL,Cyb5rl,MGI:1919657
1535,CYBA,Cyba,MGI:1316658
1536,CYBB,Cybb,MGI:88574
79415,CYBC1,Cybc1,MGI:2384959
79901,CYBRD1,Cybrd1,MGI:2654575
1537,CYC1,Cyc1,MGI:1913695
54205,CYCS,Cycs,MGI:88578
23191,CYFIP1,Cyfip1,MGI:1338801
26999,CYFIP2,Cyfip2,MGI:1924134
114757,CYGB,Cygb,MGI:2149481
50626,CYHR1,Cyhr1,MGI:1859320
1538,CYLC1,Cylc1,MGI:1914657
1539,CYLC2,Cylc2,MGI:1922164
1540,CYLD,Cyld,MGI:1921506
1583,CYP11A1,Cyp11a1,MGI:88582
1584,CYP11B1,Cyp11b2,MGI:88584
1585,CYP11B2,Cyp11b2,MGI:88584
1586,CYP17A1,Cyp17a1,MGI:88586
1588,CYP19A1,Cyp19a1,MGI:88587
1543,CYP1A1,Cyp1a1,MGI:88588
1544,CYP1A2,Cyp1a2,MGI:88589
1545,CYP1B1,Cyp1b1,MGI:88590
57404,CYP20A1,Cyp20a1,MGI:1925201
1589,CYP21A2,Cyp21a1,MGI:88591
1591,CYP24A1,Cyp24a1,MGI:88593
1592,CYP26A1,Cyp26a1,MGI:1096359
56603,CYP26B1,Cyp26b1,MGI:2176159
340665,CYP26C1,Cyp26c1,MGI:2679699
1593,CYP27A1,Cyp27a1,MGI:88594
1594,CYP27B1,Cyp27b1,MGI:1098274
1553,CYP2A13,Cyp2a5,MGI:88597
1548,CYP2A6,Cyp2a5,MGI:88597
1549,CYP2A7,Cyp2a4,MGI:88596
1555,CYP2B6,Cyp2b10,MGI:88598
1555,CYP2B6,Cyp2b19,MGI:107303
1562,CYP2C18,Cyp2c55,MGI:1919332
1557,CYP2C19,Cyp2c65,MGI:1919553
1557,CYP2C19,Cyp2c66,MGI:1917138
1558,CYP2C8,Cyp2c65,MGI:1919553
1558,CYP2C8,Cyp2c66,MGI:1917138
1559,CYP2C9,Cyp2c65,MGI:1919553
1559,CYP2C9,Cyp2c66,MGI:1917138
1565,CYP2D6,Cyp2d22,MGI:1929474
1564,CYP2D7,Cyp2d22,MGI:1929474
1571,CYP2E1,Cyp2e1,MGI:88607
1572,CYP2F1,Cyp2f2,MGI:88608
1573,CYP2J2,Cyp2j9,MGI:1921769
120227,CYP2R1,Cyp2r1,MGI:2449771
29785,CYP2S1,Cyp2s1,MGI:1921384
113612,CYP2U1,Cyp2u1,MGI:1918769
54905,CYP2W1,Cyp2w1,MGI:3616076
51302,CYP39A1,Cyp39a1,MGI:1927096
1576,CYP3A4,Cyp3a11,MGI:88609
1576,CYP3A4,Cyp3a13,MGI:88610
64816,CYP3A43,Cyp3a13,MGI:88610
1577,CYP3A5,Cyp3a11,MGI:88609
1577,CYP3A5,Cyp3a13,MGI:88610
1551,CYP3A7,Cyp3a13,MGI:88610
100861540,CYP3A7-CYP3A51P,Cyp3a13,MGI:88610
100861540,CYP3A7-CYP3A51P,Cyp3a41a,MGI:1858451
10858,CYP46A1,Cyp46a1,MGI:1341877
1579,CYP4A11,Cyp4a31,MGI:3028580
284541,CYP4A22,Cyp4a31,MGI:3028580
1580,CYP4B1,Cyp4b1,MGI:103225
57834,CYP4F11,Cyp4f14,MGI:1927669
57834,CYP4F11,Cyp4f15,MGI:2146921
57834,CYP4F11,Cyp4f40,MGI:3645508
66002,CYP4F12,Cyp4f14,MGI:1927669
8529,CYP4F2,Cyp4f14,MGI:1927669
8529,CYP4F2,Cyp4f15,MGI:2146921
126410,CYP4F22,Cyp4f39,MGI:2445210
4051,CYP4F3,Cyp4f18,MGI:1919304
11283,CYP4F8,Cyp4f14,MGI:1927669
11283,CYP4F8,Cyp4f15,MGI:2146921
11283,CYP4F8,Cyp4f16,MGI:1917351
285440,CYP4V2,Cyp4v3,MGI:2142763
260293,CYP4X1,Cyp4x1,MGI:1932403
1595,CYP51A1,Cyp51,MGI:106040
1581,CYP7A1,Cyp7a1,MGI:106091
9420,CYP7B1,Cyp7b1,MGI:104978
1582,CYP8B1,Cyp8b1,MGI:1338044
78996,CYREN,Cyren,MGI:1925662
81553,CYRIA,Cyria,MGI:1261783
51571,CYRIB,Cyrib,MGI:1923520
192668,CYS1,Cys1,MGI:2177632
10800,CYSLTR1,Cysltr1,MGI:1926218
57105,CYSLTR2,Cysltr2,MGI:1917336
375791,CYSRT1,Cysrt1,MGI:1915109
84418,CYSTM1,Cystm1,MGI:1913310
9267,CYTH1,Cyth1,MGI:1334257
9266,CYTH2,Cyth2,MGI:1334255
9265,CYTH3,Cyth3,MGI:1335107
27128,CYTH4,Cyth4,MGI:2441702
9595,CYTIP,Cytip,MGI:2183535
54360,CYTL1,Cytl1,MGI:2684993
116159,CYYR1,Cyyr1,MGI:2152187
54987,CZIB,Czib,MGI:1921348
728294,D2HGDH,D2hgdh,MGI:2138209
23002,DAAM1,Daam1,MGI:1914596
23500,DAAM2,Daam2,MGI:1923691
1600,DAB1,Dab1,MGI:108554
1601,DAB2,Dab2,MGI:109175
153090,DAB2IP,Dab2ip,MGI:1916851
1602,DACH1,Dach1,MGI:1277991
117154,DACH2,Dach2,MGI:1890446
51339,DACT1,Dact1,MGI:1891740
168002,DACT2,Dact2,MGI:1920347
147906,DACT3,Dact3,MGI:3654828
1603,DAD1,Dad1,MGI:101912
1605,DAG1,Dag1,MGI:101864
747,DAGLA,Dagla,MGI:2677061
221955,DAGLB,Daglb,MGI:2442032
55152,DALRD3,Dalrd3,MGI:1915039
199699,DAND5,Dand5,MGI:1344365
1610,DAO,Dao,MGI:94859
1611,DAP,Dap,MGI:1918190
7818,DAP3,Dap3,MGI:1929538
1612,DAPK1,Dapk1,MGI:1916885
23604,DAPK2,Dapk2,MGI:1341297
1613,DAPK3,Dapk3,MGI:1203520
92196,DAPL1,Dapl1,MGI:1923997
27071,DAPP1,Dapp1,MGI:1347063
1615,DARS1,Dars,MGI:2442544
55157,DARS2,Dars2,MGI:2442510
164781,DAW1,Daw1,MGI:1923089
1616,DAXX,Daxx,MGI:1197015
1617,DAZ1,Dazl,MGI:1342328
57055,DAZ2,Dazl,MGI:1342328
57054,DAZ3,Dazl,MGI:1342328
57135,DAZ4,Dazl,MGI:1342328
26528,DAZAP1,Dazap1,MGI:1917498
9802,DAZAP2,Dazap2,MGI:1344344
1618,DAZL,Dazl,MGI:1342328
10926,DBF4,Dbf4,MGI:1351328
1621,DBH,Dbh,MGI:94864
1622,DBI,Dbi,MGI:94865
1627,DBN1,Dbn1,MGI:1931838
79007,DBNDD1,Dbndd1,MGI:1919435
55861,DBNDD2,Dbndd2,MGI:106562
28988,DBNL,Dbnl,MGI:700006
1628,DBP,Dbp,MGI:94866
51163,DBR1,Dbr1,MGI:1931520
1629,DBT,Dbt,MGI:105386
120237,DBX1,Dbx1,MGI:94867
440097,DBX2,Dbx2,MGI:107445
9730,DCAF1,Dcaf1,MGI:2445220
79269,DCAF10,Dcaf10,MGI:2140179
80344,DCAF11,Dcaf11,MGI:90168
25853,DCAF12,Dcaf12,MGI:1916220
139170,DCAF12L1,Dcaf12l1,MGI:2444462
340578,DCAF12L2,Dcaf12l2,MGI:2445178
25879,DCAF13,Dcaf13,MGI:2684929
90379,DCAF15,Dcaf15,MGI:2684420
80067,DCAF17,Dcaf17,MGI:1923013
26094,DCAF4,Dcaf4,MGI:1921078
285429,DCAF4L1,Dcaf4,MGI:1921078
138009,DCAF4L2,Dcaf4,MGI:1921078
8816,DCAF5,Dcaf5,MGI:2444785
55827,DCAF6,Dcaf6,MGI:1921356
10238,DCAF7,Dcaf7,MGI:1919083
50717,DCAF8,Dcaf8,MGI:91860
139425,DCAF8L1,Dcaf8l,MGI:101758
347442,DCAF8L2,Dcaf8l,MGI:101758
79877,DCAKD,Dcakd,MGI:1915337
285761,DCBLD1,Dcbld1,MGI:1913936
131566,DCBLD2,Dcbld2,MGI:1920629
1630,DCC,Dcc,MGI:94869
51473,DCDC2,Dcdc2a,MGI:2652818
149069,DCDC2B,Dcdc2b,MGI:2686212
728597,DCDC2C,Dcdc2c,MGI:1915761
8642,DCHS1,Dchs1,MGI:2685011
54798,DCHS2,Dchs2,MGI:2685263
1633,DCK,Dck,MGI:102726
9201,DCLK1,Dclk1,MGI:1330861
166614,DCLK2,Dclk2,MGI:1918012
85443,DCLK3,Dclk3,MGI:3039580
9937,DCLRE1A,Dclre1a,MGI:1930042
64858,DCLRE1B,Dclre1b,MGI:2156057
64421,DCLRE1C,Dclre1c,MGI:2441769
1634,DCN,Dcn,MGI:94872
55802,DCP1A,Dcp1a,MGI:1923151
196513,DCP1B,Dcp1b,MGI:2442404
167227,DCP2,Dcp2,MGI:1917890
28960,DCPS,Dcps,MGI:1916555
149095,DCST1,Dcst1,MGI:1925022
127579,DCST2,Dcst2,MGI:2685606
81501,DCSTAMP,Dcstamp,MGI:1923016
1638,DCT,Dct,MGI:102563
1635,DCTD,Dctd,MGI:2444529
1639,DCTN1,Dctn1,MGI:107745
10540,DCTN2,Dctn2,MGI:107733
11258,DCTN3,Dctn3,MGI:1859251
51164,DCTN4,Dctn4,MGI:1914915
84516,DCTN5,Dctn5,MGI:1891689
10671,DCTN6,Dctn6,MGI:1343154
79077,DCTPP1,Dctpp1,MGI:1913672
54165,DCUN1D1,Dcun1d1,MGI:2150386
55208,DCUN1D2,Dcun1d2,MGI:2142792
123879,DCUN1D3,Dcun1d3,MGI:2679003
23142,DCUN1D4,Dcun1d4,MGI:2140972
84259,DCUN1D5,Dcun1d5,MGI:1924113
1641,DCX,Dcx,MGI:1277171
51181,DCXR,Dcxr,MGI:1915130
79016,DDA1,Dda1,MGI:1913748
23576,DDAH1,Ddah1,MGI:1916469
23564,DDAH2,Ddah2,MGI:1859016
1642,DDB1,Ddb1,MGI:1202384
1643,DDB2,Ddb2,MGI:1355314
1644,DDC,Ddc,MGI:94876
80821,DDHD1,Ddhd1,MGI:2150302
23259,DDHD2,Ddhd2,MGI:1919358
414301,DDI1,Ddi1,MGI:1919079
84301,DDI2,Ddi2,MGI:1917244
220042,DDIAS,Ddias,MGI:1921291
1649,DDIT3,Ddit3,MGI:109247
54541,DDIT4,Ddit4,MGI:1921997
115265,DDIT4L,Ddit4l,MGI:1920534
23109,DDN,Ddn,MGI:108101
8528,DDO,Ddo,MGI:1925528
1650,DDOST,Ddost,MGI:1194508
780,DDR1,Ddr1,MGI:99216
4921,DDR2,Ddr2,MGI:1345277
65992,DDRGK1,Ddrgk1,MGI:1924256
1652,DDT,Ddt,MGI:1298381
100037417,DDTL,Ddt,MGI:1298381
1653,DDX1,Ddx1,MGI:2144727
1662,DDX10,Ddx10,MGI:1924841
1663,DDX11,Ddx11,MGI:2443590
10521,DDX17,Ddx17,MGI:1914290
8886,DDX18,Ddx18,MGI:1914192
55308,DDX19A,Ddx19a,MGI:99526
11269,DDX19B,Ddx19b,MGI:2148251
11218,DDX20,Ddx20,MGI:1858415
9188,DDX21,Ddx21,MGI:1860494
9416,DDX23,Ddx23,MGI:1921601
57062,DDX24,Ddx24,MGI:1351337
29118,DDX25,Ddx25,MGI:1353582
55661,DDX27,Ddx27,MGI:2385884
55794,DDX28,Ddx28,MGI:1919236
64794,DDX31,Ddx31,MGI:2682639
10212,DDX39A,Ddx39a,MGI:1915528
7919,DDX39B,Ddx39b,MGI:99240
1654,DDX3X,Ddx3x,MGI:103064
8653,DDX3Y,Ddx3y,MGI:1349406
54514,DDX4,Ddx4,MGI:102670
51428,DDX41,Ddx41,MGI:1920185
11325,DDX42,Ddx42,MGI:1919297
55510,DDX43,Ddx43,MGI:3642857
9879,DDX46,Ddx46,MGI:1920895
51202,DDX47,Ddx47,MGI:1915005
54555,DDX49,Ddx49,MGI:2136689
1655,DDX5,Ddx5,MGI:105037
79009,DDX50,Ddx50,MGI:2182303
317781,DDX51,Ddx51,MGI:1916913
11056,DDX52,Ddx52,MGI:1925644
79039,DDX54,Ddx54,MGI:1919240
57696,DDX55,Ddx55,MGI:1915098
54606,DDX56,Ddx56,MGI:1277172
23586,DDX58,Ddx58,MGI:2442858
83479,DDX59,Ddx59,MGI:1915247
1656,DDX6,Ddx6,MGI:104976
55601,DDX60,Ddx60,MGI:2384570
10522,DEAF1,Deaf1,MGI:1858496
1666,DECR1,Decr1,MGI:1914710
26063,DECR2,Decr2,MGI:1347059
9191,DEDD,Dedd,MGI:1333874
162989,DEDD2,Dedd2,MGI:1914629
50619,DEF6,Def6,MGI:1346328
54849,DEF8,Def8,MGI:1346331
1667,DEFA1,Defa17,MGI:1345152
1667,DEFA1,Defa23,MGI:3630381
1667,DEFA1,Defa26,MGI:3630390
1667,DEFA1,Defa28,MGI:3646688
1667,DEFA1,Defa3,MGI:94883
728358,DEFA1B,Defa17,MGI:1345152
728358,DEFA1B,Defa32,MGI:3709042
1668,DEFA3,Defa17,MGI:1345152
1669,DEFA4,Defa17,MGI:1345152
1670,DEFA5,Defa21,MGI:1913548
1671,DEFA6,Defa17,MGI:1345152
1671,DEFA6,Defa21,MGI:1913548
1671,DEFA6,Defa22,MGI:3639039
1671,DEFA6,Defa23,MGI:3630381
1671,DEFA6,Defa24,MGI:3630383
1671,DEFA6,Defa28,MGI:3646688
1671,DEFA6,Defa31,MGI:102509
1671,DEFA6,Defa32,MGI:3709042
1671,DEFA6,Defa34,MGI:3709048
1671,DEFA6,Defa39,MGI:3611585
1672,DEFB1,Defb1,MGI:1096878
414325,DEFB103A,Defb14,MGI:2675345
55894,DEFB103B,Defb14,MGI:2675345
245908,DEFB105A,Defb12,MGI:1924924
504180,DEFB105B,Defb12,MGI:1924924
245909,DEFB106A,Defb15,MGI:2179202
245909,DEFB106A,Defb34,MGI:2672979
503841,DEFB106B,Defb15,MGI:2179202
503841,DEFB106B,Defb34,MGI:2672979
245910,DEFB107A,Defb13,MGI:2179203
503614,DEFB107B,Defb13,MGI:2179203
641517,DEFB109B,Defb48,MGI:3646223
245913,DEFB110,Defb41,MGI:1924923
245927,DEFB113,Defb18,MGI:3648148
245929,DEFB115,Defb28,MGI:3650536
245930,DEFB116,Defb29,MGI:1922650
117285,DEFB118,Defb21,MGI:2684967
245932,DEFB119,Defb19,MGI:2385955
245936,DEFB123,Defb36,MGI:2385956
245937,DEFB124,Defb25,MGI:3651158
245938,DEFB125,Defb26,MGI:3643488
81623,DEFB126,Defb22,MGI:3045368
245939,DEFB128,Defb20,MGI:2442320
140881,DEFB129,Defb23,MGI:3644405
245940,DEFB130A,Defb47,MGI:3644478
100133267,DEFB130B,Defb47,MGI:3644478
644414,DEFB131A,Defb43,MGI:3647180
100129216,DEFB131B,Defb43,MGI:3647180
613209,DEFB135,Defb30,MGI:1920920
613210,DEFB136,Defb42,MGI:3033850
8560,DEGS1,Degs1,MGI:1097711
123099,DEGS2,Degs2,MGI:1917309
7913,DEK,Dek,MGI:1926209
9812,DELE1,Dele1,MGI:1914089
404636,DENND10,Dennd10,MGI:1915144
55855,DENND10P1,Dennd10,MGI:1915144
57189,DENND11,Dennd11,MGI:2444256
57706,DENND1A,Dennd1a,MGI:2442794
163486,DENND1B,Dennd1b,MGI:2447812
79958,DENND1C,Dennd1c,MGI:1918035
27147,DENND2A,Dennd2a,MGI:2444961
6764,DENND2B,Denn2b,MGI:108517
163259,DENND2C,Dennd2c,MGI:3036254
79961,DENND2D,Dennd2d,MGI:2181193
22898,DENND3,Dennd3,MGI:2146009
10260,DENND4A,Dennd4a,MGI:2142979
9909,DENND4B,Dennd4b,MGI:2446201
55667,DENND4C,Dennd4c,MGI:1914769
23258,DENND5A,Dennd5a,MGI:1201681
160518,DENND5B,Dennd5b,MGI:2444273
201627,DENND6A,Dennd6a,MGI:2442980
414918,DENND6B,Dennd6b,MGI:1916690
8562,DENR,Denr,MGI:1915434
55635,DEPDC1,Depdc1a,MGI:1923381
55789,DEPDC1B,Depdc1b,MGI:2145425
9681,DEPDC5,Depdc5,MGI:2141101
91614,DEPDC7,Depdc7,MGI:2139258
11067,DEPP1,Depp1,MGI:1918730
64798,DEPTOR,Deptor,MGI:2146322
51071,DERA,Dera,MGI:1913762
79139,DERL1,Derl1,MGI:1915069
51009,DERL2,Derl2,MGI:2151483
